id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
28217,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,YARDLEY Women English Rose Body Spray
57073,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Elle Women Blue Jeans
11993,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Tshirts
29924,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Chronograph Watch PL12777JSU-02M
28010,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016.0,Casual,Jockey ZONE Men Grey Modern Trunks US19
56852,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,John Players Men Blue Jeans
40546,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Raga Women Black Dial Watch
24707,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men Yellow Printed T-shirt
13063,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Fastrack Men Smooth Finish Strap Black Watches
22647,Unisex,Accessories,Bags,Duffel Bag,Red,Winter,2015.0,Casual,Wildcraft Unisex Red Duffle Bag
2191,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010.0,Sports,ADIDAS Men Chelsea Lead Short
3969,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Jealous 21 Women Black V Neck With Sequins Top
9878,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Hot Stepper Blue Striped Shirt
29897,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Mayhem Women Sunglasses 1011-102
21244,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Footloose Black Unisex Chkmate Backpack
42089,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men White Corona Sports Shoes
22575,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Highlander Men Check Red Shirt
45265,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch G-7900-1DR G260
49871,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Women Black Dial Analog Watch
56559,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,,Streetwear Pink Rose Lip Gloss 51
13327,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Gini and Jony Kids Boys Printed Green Tshirts
49329,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8284
1804,Men,Apparel,Bottomwear,Shorts,Black,Fall,2010.0,Sports,Kalenji Men Essential Baggy Black Shorts
56256,Men,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2016.0,Casual,SDL by Sweet Dreams Men White & Blue Pyjama Set
34321,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Blood Lust Red T-shirt
8218,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men's Air Googly 2 White Orange Shoe
31285,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Blank Black T-shirt
6205,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Lee Men's Brooklyn Rider Grey T-shirt
39424,Men,Apparel,Topwear,Tshirts,Red,Winter,2016.0,Casual,U.S. Polo Assn. Denim Co. Men Red Polo T-Shirt
10753,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2012.0,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops
44180,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Nike Fragrances Women Spicy Love Perfume 150 ml
8612,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Navy Blue Polo T-Shirts
48606,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lucera Women Silver Earrings
15672,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Highlander Men High Original Blue Jeans
34778,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women Pack of 3 Bag
18910,Men,Footwear,Flip Flops,Flip Flops,Green,Spring,2012.0,Casual,ADIDAS Men Adi Linear Green Flip Flops
39013,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,FILA Men Silver Sports Shoes
30819,Women,Apparel,Bottomwear,Leggings,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Leggings
40309,Unisex,Footwear,Sandal,Sandals,Pink,Winter,2013.0,Casual,Warner Bros Kids Pink sandals
17684,Women,Footwear,Shoes,Casual Shoes,Grey,Winter,2015.0,Casual,Catwalk Women Ballerina Grey Casual Shoe
41980,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Rodeo White T-shirt
48132,Women,Accessories,Wallets,Wallets,Multi,Winter,2016.0,Casual,Fossil Women Multi Coloured Wallet
15692,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Black coffee Men Micheal White Slim Fit Shirt
38958,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Navy Blue T-shirt
24551,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Diva Women Blue Printed Kurta
12136,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aurelia Women Solid Black Kurtas
56521,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Streetwear Satin Smooth Pink Rush Lipcolor 65
2910,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Wedding Collection Bronze Heels
38622,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Red Polo T-shirt
41392,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Blue & White Check Shirt
44493,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Gliders Men White Casual Shoes
6444,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Lotto Women's Wave Chic Black Grey Flip Flop
8818,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Spykar Men Ranger Pink Shirt
27717,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Handbag
54280,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Black Coffee Men Grey Shirt
15480,Men,Apparel,Bottomwear,Track Pants,Brown,Fall,2011.0,Casual,Puma Men Ess Sweat Pants Open Bottom Brown Track Pants
16163,Men,Footwear,Shoes,Formal Shoes,Tan,Fall,2011.0,Formal,Enroute Men Leather Tan Formal Shoes
5203,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Mickey Men's The Original Red T-shirt
28308,Men,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Fastrack Men Sunglasses P119BR2
54686,Women,Apparel,Apparel Set,Kurta Sets,Yellow,Fall,2012.0,Ethnic,Shree Women Yellow & Brown Printed Salwar Suit with Dupatta
1546,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Furore White Shoe
12124,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Aurelia Women Printed Maroon Kurtas
3445,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Pune Warriors Womens Match Jersey
44460,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Senorita Women Black Shoes
44679,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Wills Lifestyle Women Blue Top
7311,Women,Apparel,Topwear,Tops,Grey,Summer,2011.0,Casual,UCB Women Stripe Sleeveless Grey Orange Top
9642,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Price catch Black White Shirts
42736,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals
12675,Men,Apparel,Bottomwear,Trousers,Green,Fall,2011.0,Casual,Probase Men Printed Green Trousers
12107,Women,Apparel,Topwear,Kurtis,Cream,Fall,2011.0,Ethnic,W Women Cream Kurtis
59558,Women,Accessories,Jewellery,Bangle,Silver,Summer,2013.0,Casual,Lucera Silver Bangle
45598,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes
48608,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings
58640,Men,Accessories,Socks,Socks,White,Fall,2012.0,Casual,Fila Men Trio Pack Ankle Socks
59635,Women,Apparel,Saree,Sarees,Brown,Fall,2012.0,Ethnic,FNF Brown Wedding Collection Sari
52107,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Myntra Women Orange Printed Kurta
18778,Men,Accessories,Ties,Ties,Purple,Fall,2011.0,Formal,Peter England Men Elite Purple Tie
33922,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Citizen Women Blue Dial Watch
56980,Women,Footwear,Shoes,Flats,Magenta,Winter,2012.0,Casual,HM Women Magenta Sandals
38582,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Nike Men Black Breakline Med Shorts
22493,Men,Footwear,Shoes,Casual Shoes,Olive,Fall,2011.0,Casual,ADIDAS Men Bio Str Casual Shoes
17236,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Blue Polo Tshirt
5027,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,ADIDAS Men's Long Black Capris
5068,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Being Human Men Grey Dial Blue Strap Watch
7909,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Proline Men Navy & Cream Striped Polo T-shirt
33167,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Top
58159,Women,Accessories,Wallets,Wallets,Pink,Fall,2012.0,Casual,Rocky S Women Pink Wallet
14846,Men,Accessories,Wallets,Wallets,Coffee Brown,Summer,2011.0,Casual,United Colors of Benetton Men Solid Coffee Brown Wallets
2152,Men,Apparel,Topwear,Tshirts,White,Spring,2011.0,Casual,Basics Men Green & Blue Polo T-shirt
59534,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Silver Earrings
35881,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Jungle Book Boys Jungle Friends Blue T-shirt
34639,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men Court Classic V White Shoes
8092,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Galaxy Elite White Sports Shoes
44898,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Polo T-shirt
30884,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012.0,Ethnic,Fabindia Women Magenta Kurta
20199,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Falcon Navy Sweatshirt
6539,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011.0,Casual,Nike Unisex Fundamen Blue Backpack
39742,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Arrow Men Red Shoes
31814,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Dial Watch
2391,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men Formal Black Shoe
35814,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Black Heels
15177,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Arrow Sport Men Solid Navy Blue Sweaters
31688,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Lunarfly +3 White Sports Shoes
12152,Women,Apparel,Topwear,Kurtis,Purple,Fall,2011.0,Ethnic,Aurelia Women Printed Purple Kurti
40948,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Rodeo T-shirt
7519,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As Icon Black T-shirt
3389,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Murcia Women Beige with Stitch Bag
32766,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Striped White Shirt
40316,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Men Black Zeitfrei Shoes
16101,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,M tv Women My Fab Eyewear Brown Sunglasses
55818,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Printed Night Suit S11-3229
50027,Women,Apparel,Bottomwear,Leggings,Brown,Winter,2015.0,Casual,Hanes Women Brown ComfortSoft Waistband Cotton Stretch Full Leggings
24872,Men,Accessories,Socks,Socks,Cream,Summer,2016.0,Casual,Reid & Taylor Men Bright Assorted Cream Socks
13659,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Genesis Men Red Stripe Shirt
22135,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Provogue Men Black Formal Shoes
25180,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherette Brown Handbag
2831,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Lee Cooper Men's Casual Blue Canvas Shoe
42921,Women,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,French Connection Women Black Wallet
33194,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Sepia Women Printed White Top
13596,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Hanes Men Black Crew Pack Of 3 Innerwear T-Shirts
4191,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Green Little Friends Kidswear
38491,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Core White T-shirt
9685,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,ADIDAS Men Cress 3s3 4 Pan White Capris
16381,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Peter England Men Stripes Navy Blue Trouser
23729,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Men High Street Sunglasses
34358,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Say It Loud T-shirt
19862,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,ADIDAS Men Diego Grey Running Sports Shoe
16209,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Puma Men Grey Polo Tshirt
41398,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Blue Check Shirt
44570,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals
15051,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Black Formal Shoe
25899,Women,Apparel,Bottomwear,Leggings,Charcoal,Summer,2012.0,Casual,Femella Women Charcoal Skinny Leggings
27699,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Murcia Women Purple Handbag
4366,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Pink Floyd Men's The Wall Black T-shirt
33932,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Citizen Women White Dial Watch
55362,Women,Personal Care,Nails,Nail Polish,Black,Spring,2017.0,Casual,Revlon Black Beauty Nail Enamel 371
30307,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Surf Punk Off White T-shirt
49323,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Unisex Black Digital Watch
56513,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Streetwear Luscious Lips Caramel Crush Lipstick 16
19516,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,United Colors of Benetton Men Black  Sweater
51324,Unisex,Accessories,Bags,Backpacks,Black,Summer,2010.0,Casual,Wildcraft Unisex Black & Grey Houndstooth Print One-Shoulder Bag
56085,Women,Personal Care,Lips,Lip Gloss,White,Spring,2017.0,Casual,Colorbar Pearliser Star Shine Lip Gloss 08
33901,Men,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Citizen Men White Dial Watch BH1370-51A
38656,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Women Dual Fusion Grey Sports Shoes
18445,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Ed Hardy Love & Luck  Women Perfumes
49926,Women,Apparel,Saree,Sarees,Maroon,Fall,2012.0,Ethnic,Fabindia Maroon Maheshwari Zari Saree
46192,Women,Accessories,Jewellery,Jewellery Set,Turquoise Blue,Winter,2015.0,Casual,Adrika Turquoise Blue Teracotta Jewellery set
39683,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoe
37854,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Hidekraft Women Blue Handbag
17834,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Men Air Max Run Lite+ Grey Sports Shoe
6117,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2011.0,Casual,Puma Men's Beach Green Black Flip Flop
4899,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Levis Kids Girl's Desiree Green Kidswear
25656,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch NA1474SM02
39208,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Heels
48952,Men,Accessories,Jewellery,Ring,Steel,Summer,2013.0,Casual,Revv Men Steel Ring
51641,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch FS4723
23789,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Oakley Men Pit Bull Black Sunglasses
11838,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,Playboy Men Casual Blue Casual Shoes
31892,Women,Accessories,Stoles,Stoles,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Ekko Silk Stole
34404,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Surf Black T-shirt
6605,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Spykar Men's White Green Blue T-shirt
52969,Women,Apparel,Saree,Sarees,Black,Fall,2012.0,Ethnic,FNF Printed Black Sari
23478,Men,Accessories,Scarves,Scarves,Brown,Summer,2012.0,Casual,Arrow Men Brown Check Scarf
19049,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Closed Brown Flats
36442,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Spinn Men Dozer Black Shoes
48523,Women,Apparel,Dress,Jumpsuit,Magenta,Winter,2011.0,Casual,French Connection Women Magenta Playsuit
16841,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Women Funky Eyewear Brown Sunglasses
54888,Women,Accessories,Jewellery,Necklace and Chains,Cream,Fall,2012.0,Casual,Ivory Tag Women Circular Meddle Multicoloured Necklace
48153,Women,Accessories,Wallets,Wallets,Teal,Winter,2016.0,Casual,Fossil Women Teal Wallet
44560,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals
47296,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Brown Sling Bag
55004,Women,Personal Care,Lips,Lipstick,Multi,Spring,2017.0,Casual,Lakme 6 in 1 Travel Kit Day & Night Palette Lip Sync
12659,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men Stripes White Shirts
1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men Ride It Or Die T-shirt
38623,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Nike Men Green Polo T-shirt
57681,Women,Personal Care,Bath and Body,Body Lotion,Cream,Spring,2017.0,,Lotus Herbals Cherry Bliss Body Lotion
28097,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Jockey MC Men Navy Blue Y Front Briefs 8003
24729,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Women Green T-shirt
39874,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Load Spring Backpack
41384,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Wrangler Women Pink Shirt
11469,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Green Tshirts
26297,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Proline Men Purple Striped Polo T-shirt
43113,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,,JAGUAR Men Classic Black Eau De Toilette 100 ml
47244,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Blue Shoes
55900,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017.0,Casual,Colorbar Fearless Red Nail Lacquer 18
12094,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas
38039,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Q&Q Men Silver Dial Watch
34043,Boys,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Palm Tree Boys Check Red Shirt
27920,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Scullers For Her Black Trousers
13618,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Hanes Men Black Muscle Duo Dry Cotton Stretch Muscle T-shirt
13616,Men,Apparel,Innerwear,Innerwear Vests,Blue,Summer,2016.0,Casual,Hanes Men Blue V DuoDry Body Fit V-Neck T-shirt
58016,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Gold Plated Earrings
56072,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Colorbar Wild Berry Lip Liner /Crayon 011
35703,Women,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Nike Women Solarsoft Thong Red Flip Flops
4743,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Numero Uno Women Dna Red Shoe
21670,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch CH2600
45806,Women,Footwear,Shoes,Flats,Brown,Summer,2012.0,Casual,Senorita Women Brown Sandals
50561,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Chromozome Men Pack of Two  Briefs
39491,Unisex,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Wildcraft Unisex Black Wallet
36471,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Aurelia Women Placket White Kurta
15492,Women,Footwear,Shoes,Heels,Black,Summer,2015.0,Formal,Carlton London Women Black Heels
3013,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Lee Men Arnold Black Grey Check Shirt
11211,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Men Octo Chrono Silver Black Steel Watches
51562,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch 3062pp02b
24151,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aurelia Women Black Printed Kurta
2785,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ediots Men's Zindagi Jhand Hai Black T-shirt
7586,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Air Moc Vent Black Shoe
38222,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Polaroid Unisex Sunglasses
17011,Women,Footwear,Shoes,Flats,Silver,Winter,2012.0,Casual,Rocia Women Brown Heels
31843,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Titan Women Steel Dial Watch
47191,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Black Formal Shoes
46288,Women,Apparel,Topwear,Tunics,Yellow,Summer,2012.0,Casual,109F Women Yellow & Grey Striped Tunic
12219,Men,Apparel,Bottomwear,Trousers,Green,Fall,2011.0,Formal,Basics Men Green Trousers
12265,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Genesis Men Stripes White Shirts
7596,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Men's As Nike Rpeat T-Shirt
44091,Men,Personal Care,Fragrance,Perfume and Body Mist,Orange,Spring,2017.0,Casual,Boss Men Orange 100 ml Perfume
30864,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012.0,Ethnic,Fabindia Women Magenta Kurta
41220,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2012.0,Casual,Lotto Men Red Flip Flops
45929,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch
53809,Women,Apparel,Topwear,Tunics,White,Fall,2012.0,Casual,Ayaany Women White Tunic
3740,Men,Accessories,Headwear,Caps,Black,Fall,2010.0,Sports,ADIDAS Men Pune Warriors Match Black Cap
51637,Women,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,FOSSIL Women Brown Dial Watch AM4404
42729,Women,Footwear,Shoes,Flats,Red,Winter,2012.0,Casual,Rocia Women Red & Black Sandals
34220,Men,Apparel,Topwear,Tshirts,Red,Summer,2013.0,Casual,Proline Red Polo T-shirt
11999,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Striped Shirt
41400,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Wrangler Women Navy Blue T-shirt
9271,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,John Miller Men Stripes Grey White Shirts
22705,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men White Capri II Casual Shoe
25472,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Nike Men Liteforce Navy Blue Casual Shoes
58619,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,ToniQ Women Silver Earrings
10499,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Women Aspen Yellow Tshirts
2727,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Boy's Yellow Polo Tshirt
39746,Girls,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Gini Jony Girls Black Top
45623,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
24590,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Blue Printed Kurta
51892,Women,Accessories,Wallets,Wallets,Mushroom Brown,Summer,2016.0,Casual,Nyk Women Mushroom Brown Wallet
7507,Women,Apparel,Bottomwear,Capris,Grey,Fall,2011.0,Sports,Nike Women As Be Strong Grey Capri
48783,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant
